source_gt,program,code,name_th,name_en,year,semester,pages
หมวดศึกษาทั่วไป (general_education),AIT,90644053,การฟังและการพูดภาษาจีนพื้นฐาน,FUNDAMENTAL CHINESE FOR LISTENING AND SPEAKING,,,ocr223;ocr248
หมวดศึกษาทั่วไป (general_education),AIT,90644054,การอ่านและการเขียนภาษาจีนพื้นฐาน,FUNDAMENTAL CHINESE READING AND WRITING,,,ocr136;ocr224;ocr248
หมวดศึกษาทั่วไป (general_education),AIT,90644055,ไวยากรณ์ภาษาจีนพื้นฐาน และสำนวนและสุภาษิตภาษาจีน,BASIC CHINESE GRAMMAR AND CHINESE IDIOMS AND PROVERBS,,,ocr224;ocr248
หมวดศึกษาทั่วไป (general_education),AIT,90644056,วัฒนธรรม สำนวนและสุภาษิตจีน,CHINESE CULTURE IDIOMS AND PROVERBS,,,ocr224;ocr248
หมวดศึกษาทั่วไป (general_education),AIT,90644057,ภาษาจีนเพื่อการสื่อสาร,CHINESE FOR COMMUNUCATION,,,ocr136;ocr224;ocr248
หมวดศึกษาทั่วไป (general_education),AIT,90644058,ภาษาจีนสำหรับแฟนด้อม,CHINESE FANDOM,,,ocr137;ocr225;ocr248
หมวดศึกษาทั่วไป (general_education),AIT,90644059,ภาษาจีนเพื่อการท่องเที่ยว,CHINESE FOR TRAVEL,,,ocr137;ocr248
หมวดศึกษาทั่วไป (general_education),AIT,90644060,ภาษาเยอรมันเพื่อการสื่อสาร,GERMAN FOR COMMUNUCATION,,,ocr137;ocr248
หมวดศึกษาทั่วไป (general_education),AIT,90644061,ภาษาเยอรมันเพื่อการทำงานและธุรกิจ,GERMAN FOR WORK AND BUSINESS,,,ocr137;ocr226
หมวดศึกษาทั่วไป (general_education),AIT,90644062,ภาษาญี่ปุ่นเพื่อการสื่อสาร,JAPANESE FOR COMMUNICATION,,,ocr137
หมวดศึกษาทั่วไป (general_education),AIT,90644063,ภาษาญี่ปุ่นเพื่อการท่องเที่ยว,JAPANESE FOR TRAVEL,,,ocr137;ocr248
หมวดศึกษาทั่วไป (general_education),AIT,90644064,ภาษาเกาหลีเพื่อการท่องเที่ยว,KOREAN FOR TRAVEL,,,ocr137;ocr226
หมวดศึกษาทั่วไป (general_education),AIT,90644065,ภาษาเวียดนามเพื่อการท่องเที่ยว,VIETNAMESE FOR TRAVEL,,,ocr227;ocr248
หมวดศึกษาทั่วไป (general_education),dsba,90641001,โรงเรียนสร้างเสน่ห์,CHARM SCHOOL,,,14;121;123;149;232;260;350
หมวดศึกษาทั่วไป (general_education),dsba,90641002,ความฉลาดทางดิจิทัล,DIGITAL INTELLIGENCE QUOTIENT,,,14;121;123;149;232;260;350
หมวดศึกษาทั่วไป (general_education),dsba,90641003,กีฬาและนันทนาการ,SPORTS AND RECREATIONAL ACTIVITIES,,,14;121;123;149;232;260;350
หมวดศึกษาทั่วไป (general_education),dsba,90642001,ปฏิบัติงานตามทักษะด้านบุคคลและสนับสนุนวิชาชีพ 1,PRACTICE UNDER PERSONAL AND PROFESSIONAL SKILLS 1,,,123;150;260
หมวดศึกษาทั่วไป (general_education),dsba,90642002,ปฏิบัติงานตามทักษะด้านบุคคลและสนับสนุนวิชาชีพ 2,PRACTICE UNDER PERSONAL AND PROFESSIONAL SKILLS 2,,,123;150;260
หมวดศึกษาทั่วไป (general_education),dsba,90642003,ปฏิบัติงานตามทักษะด้านบุคคลและสนับสนุนวิชาชีพ 3,PRACTICE UNDER PERSONAL AND PROFESSIONAL SKILLS 3,,,123;150;260
หมวดศึกษาทั่วไป (general_education),dsba,90642004,การคิดวิเคราะห์,ANALYTICAL THINKING,,,123;150;260
หมวดศึกษาทั่วไป (general_education),dsba,90642005,การคิดเชิงสร้างสรรค์,CREATIVE THINKING,,,123;151;260
หมวดศึกษาทั่วไป (general_education),dsba,90642006,การคิดเชิงนวัตกรรม,INNOVATIVE THINKING,,,123;151;260
หมวดศึกษาทั่วไป (general_education),dsba,90642007,การคิดเชิงบวก,POSITIVE THINKING,,,123;151;260
หมวดศึกษาทั่วไป (general_education),dsba,90642008,การแก้ปัญหา,PROBLEM SOLVING,,,123;151
หมวดศึกษาทั่วไป (general_education),dsba,90642009,การคิดเชิงกลยุทธ์,STRATEGIC THINKING,,,123;152
หมวดศึกษาทั่วไป (general_education),dsba,90642010,การคิดเชิงระบบ,SYSTEM THINKING,,,123;152;260
หมวดศึกษาทั่วไป (general_education),dsba,90642011,การคิดอย่างมีวิจารณญาณ,CRITICAL THINKING,,,123;152
หมวดศึกษาทั่วไป (general_education),dsba,90642012,กระบวนการคิดเชิงออกแบบ,DESIGN THINKING,,,123;152;256;257;261
หมวดศึกษาทั่วไป (general_education),dsba,90642013,บูรณาการแห่งการคิด,INTEGRATED THINKING,,,123;153;254;258;261
หมวดศึกษาทั่วไป (general_education),dsba,90642014,การคิดเชิงระบบและเชิงนวัตกรรม,INNOVATIVE AND SYSTEM THINKING,,,123;153;261
หมวดศึกษาทั่วไป (general_education),dsba,90642015,การคิดสร้างสรรค์และนวัตกรรม,CREATIVE THINKING AND INNOVATION,,,124;153;255;261
หมวดศึกษาทั่วไป (general_education),dsba,90642016,วิธีการออกแบบเพื่อสร้างนวัตกรรม,DESIGN METHODS FOR INNOVATION,,,124;154;261
หมวดศึกษาทั่วไป (general_education),dsba,90642017,แกะกล่องนวัตกรรม,INNOVATION UNBOXED,,,124;154;253;261
หมวดศึกษาทั่วไป (general_education),dsba,90642018,เทคโนโลยีการผลิตงานสร้างสรรค์,CREATIVE PRODUCTION TECHNOLOGY,,,124;154;254;261
หมวดศึกษาทั่วไป (general_education),dsba,90642019,การออกแบบสะเต็มอย่างสร้างสรรค์ขั้นพื้นฐาน,BASIC CREATIVE STEM DESIGN,,,124;155;261
หมวดศึกษาทั่วไป (general_education),dsba,90642020,การออกแบบสะเต็มอย่างสร้างสรรค์ขั้นสูง,ADVANCE CREATIVE STEM DESIGN,,,124;155;261
หมวดศึกษาทั่วไป (general_education),dsba,90642021,ไอเดียขยะ,JUNK DESIGN,,,124;155;261
หมวดศึกษาทั่วไป (general_education),dsba,90642022,ปรัชญาวิทยาศาสตร์,PHILOSOPHY OF SCIENCE,,,124;156
หมวดศึกษาทั่วไป (general_education),dsba,90642023,แนวโน้มการศึกษาด้านวิศวกรรม,EMERGING TRENDS IN ENGINEERING,,,124;156;234;261
หมวดศึกษาทั่วไป (general_education),dsba,90642024,การวิเคราะห์ข้อมูลทางวิชาชีพและการนำเสนอทางวิชาการ,PROFESSIONAL INFORMATION ANALYSIS AND ACADEMIC PRESENTATION,,,124;156;234;255;261
หมวดศึกษาทั่วไป (general_education),dsba,90642025,วิเคราะห์ความจริงจากตัวเลข,FATCS BEHIND NUMBERS,,,124;157;261
หมวดศึกษาทั่วไป (general_education),dsba,90642026,การพัฒนาทักษะเชิงวิจัย,RESEARCH SKILL DEVELOPMENT,,,124;157;255;261
หมวดศึกษาทั่วไป (general_education),dsba,90642027,การตีความและการใช้เหตุผล,INTERPRETATION AND ARGUMENT,,,124;157;261
หมวดศึกษาทั่วไป (general_education),dsba,90642028,รู้เท่าทันการพนัน,GAMBLING LITERACY,,,124;158;261
หมวดศึกษาทั่วไป (general_education),dsba,90642029,จริยธรรมและกฎหมายว่าด้วยความเป็นมืออาชีพทางการแพทย์,"MEDICAL ETHICS, LAWS AND PROFESSIONALOSM",,,124;158;261
หมวดศึกษาทั่วไป (general_education),dsba,90642030,จรรยาบรรณและกฎหมายวิศวกรรม,ENGINEERING ETHICS AND LAWS,,,124;158;253;262
หมวดศึกษาทั่วไป (general_education),dsba,90642031,จริยธรรมและกฎหมายแห่งวิชาชีพ,PROFESSIONAL ETHICS AND LAWS,,,124;158;262
หมวดศึกษาทั่วไป (general_education),dsba,90642032,กฎหมายสำหรับผู้ประกอบการ,LAW FOR ENTREPRENEURS,,,124;159
หมวดศึกษาทั่วไป (general_education),dsba,90642033,กฎหมายสำหรับคนรุ่นใหม่,LAW FOR NEW GENERATION,,,14;22;29;124;159;256;262;351
หมวดศึกษาทั่วไป (general_education),dsba,90642034,กฎหมายและระเบียบในอุตสาหกรรมการบิน,LAW AND REGULATION IN AVIATION INDUSTRY,,,125;159;262
หมวดศึกษาทั่วไป (general_education),dsba,90642035,ประสบการณ์ในอุตสาหกรรมสำหรับวิศวกร,INDUSTRIAL EXPERIENCE FOR ENGINEERS,,,125;160;211;253;262
หมวดศึกษาทั่วไป (general_education),dsba,90642036,เตรียมความพร้อมสำหรับวิศวกร,PRE-ACTIVITIES FOR ENGINEERS,,,125;160;253;262
หมวดศึกษาทั่วไป (general_education),dsba,90642037,ประเด็นและทักษะวิชาชีพ,PROFESSIONAL SKILLS AND ISSUES,,,125;160;262
หมวดศึกษาทั่วไป (general_education),dsba,90642038,ความปลอดภัยในที่ทำงาน,OCCUPATIONAL SAFETY AND HEALTH,,,125;161;253;262
หมวดศึกษาทั่วไป (general_education),dsba,90642039,ซ่อมได้ภายในบ้าน,QUICK-FIX @ HOME,,,125;161;262
หมวดศึกษาทั่วไป (general_education),dsba,90642040,คอกาแฟ,COFFEE MANIA,,,125;161
หมวดศึกษาทั่วไป (general_education),dsba,90642041,ครัวเด็กหอ,DORM CHEF,,,125;161;262
หมวดศึกษาทั่วไป (general_education),dsba,90642042,ศาสตร์และศิลป์ของเนื้อสัตว์,SCIENCE AND ART OF MEATS,,,125;162;262
หมวดศึกษาทั่วไป (general_education),dsba,90642043,ศาสตร์ของเบอร์เกอร์,SCIENCE OF BURGER,,,125;162;262
หมวดศึกษาทั่วไป (general_education),dsba,90642044,โลกของไส้กรอก,WORLD OF SAUSAGES,,,125;162;262
หมวดศึกษาทั่วไป (general_education),dsba,90642045,เรื่องเหล้า,BE MY BEV.,,,125;162;262
หมวดศึกษาทั่วไป (general_education),dsba,90642046,ไร้ซ์-สาระ,RICE-SARA,,,125;163
หมวดศึกษาทั่วไป (general_education),dsba,90642047,หมอต้นไม้,TREE DOCTOR,,,125;163;262
หมวดศึกษาทั่วไป (general_education),dsba,90642048,ยาและสมุนไพรพาเพลิน,FUN WITH DRUGS AND HERBS,,,125;163;262
หมวดศึกษาทั่วไป (general_education),dsba,90642049,การใช้ประโยชน์จากจุลินทรีย์ในชีวิตประจำวัน,MICROBIAL UTILIZATION FOR DAILY LIFE,,,125;164;256
หมวดศึกษาทั่วไป (general_education),dsba,90642050,พืชพรรณที่เป็นยา,MEDICINAL PLANTS,,,125;164;263
หมวดศึกษาทั่วไป (general_education),dsba,90642051,เทคโนโลยีชีวภาพเพื่อความเป็นอยู่ที่ดีขึ้น,BIOTECHNOLOGY FOR BETTER LIVING,,,125;164;263
หมวดศึกษาทั่วไป (general_education),dsba,90642052,จากเส้นสาย DNA สู่พันธุกรรม,GENES & GENETICS : FROM HELIX TO HEREDITARY,,,125;165;263
หมวดศึกษาทั่วไป (general_education),dsba,90642053,สาระน่ารู้อณูพันธุศาสตร์,INTERESTING MOLECULAR GENETICS,,,126;165
หมวดศึกษาทั่วไป (general_education),dsba,90642054,สิ่งพิทักษ์ร่างกาย,GUARDIANS OF OUR BODIES,,,126;165;263
หมวดศึกษาทั่วไป (general_education),dsba,90642055,จุลินทรีย์ร่วมชีพ,LIVING WITH MICROBES,,,126;166;263
หมวดศึกษาทั่วไป (general_education),dsba,90642056,โรคระบาดในศตวรรษที่ 21,EPIDEMICS IN THE 21st CENTURY,,,126;166
หมวดศึกษาทั่วไป (general_education),dsba,90642057,ภูมิคุ้มกาย,IMMUNITY THROUGH MEDIA,,,126;166
หมวดศึกษาทั่วไป (general_education),dsba,90642058,ความเข้าใจในนโยบายสุขภาพและสวัสดิภาพของประชาชน,UNDERSTANDING HEALTH POLICY AND PUBLIC WELFARE,,,126;166;236;263
หมวดศึกษาทั่วไป (general_education),dsba,90642059,การแพทย์และวรรณกรรม,MEDICINE AND LITERATURE,,,126;167;263
หมวดศึกษาทั่วไป (general_education),dsba,90642060,ค้นหาตัวตน,SELF-DISCOVERY,,,126;167
หมวดศึกษาทั่วไป (general_education),dsba,90642061,โลกของแมลง,WORLD OF INSECTS,,,126;167;263
หมวดศึกษาทั่วไป (general_education),dsba,90642062,เรื่ื่องกินเรื่องใหญ่,ALL ABOUT FOOD,,,126;168;263
หมวดศึกษาทั่วไป (general_education),dsba,90642063,การพัฒนาสุขภาพแบบองค์รวม,HOLISTIC HEALTH DEVELOPMENT,,,126;168;263
หมวดศึกษาทั่วไป (general_education),dsba,90642064,เปตอง,PETANQUE,,,126;168;263
หมวดศึกษาทั่วไป (general_education),dsba,90642065,รักบี้ฟุตบอล,RUGBY FOOTBALL,,,126;168;263
หมวดศึกษาทั่วไป (general_education),dsba,90642066,ฟุตบอล,SOCCER,,,126;169;263
หมวดศึกษาทั่วไป (general_education),dsba,90642067,ซอฟบอลและเบสบอล,SOFTBALL & BASEBALL,,,126;169;264
หมวดศึกษาทั่วไป (general_education),dsba,90642068,เทนนิส,TENNIS,,,126;169;264
หมวดศึกษาทั่วไป (general_education),dsba,90642069,วอลเลย์บอล,VOLLEYBALL,,,126;169;263
หมวดศึกษาทั่วไป (general_education),dsba,90642070,กอล์ฟ,GOLF,,,126;169;264
หมวดศึกษาทั่วไป (general_education),dsba,90642071,แบดมินตัน,BADMINTON,,,126;170;264
หมวดศึกษาทั่วไป (general_education),dsba,90642072,บาสเกตบอล,BASKETBALL,,,127;170;264
หมวดศึกษาทั่วไป (general_education),dsba,90642073,หมากกระดาน,CHESS,,,127;170;264
หมวดศึกษาทั่วไป (general_education),dsba,90642074,อีสปอร์ต,E-SPORTS,,,127;170;264
หมวดศึกษาทั่วไป (general_education),dsba,90642075,คาราเต้,KARATE,,,127;171;264
หมวดศึกษาทั่วไป (general_education),dsba,90642076,ยิงปืน,SHOOTING,,,127;171
หมวดศึกษาทั่วไป (general_education),dsba,90642077,เทเบิลเทนนิส,TABLE TENNIS,,,127;171;264
หมวดศึกษาทั่วไป (general_education),dsba,90642078,เทควันโด,TAEKWONDO,,,127;171;264
หมวดศึกษาทั่วไป (general_education),dsba,90642079,ยูโด,JUDO,,,127;171;264
หมวดศึกษาทั่วไป (general_education),dsba,90642080,การประพันธ์เพลงเบื้องต้น,INTRODUCTION TO MUSIC COMPOSITION,,,127;172;258;264
หมวดศึกษาทั่วไป (general_education),dsba,90642081,สุนทรียะเพลงแรป,RAP APPRECIATION,,,127;172
หมวดศึกษาทั่วไป (general_education),dsba,90642082,สุนทรียะดนตรี,MUSIC APPRECIATION,,,127;172;264
หมวดศึกษาทั่วไป (general_education),dsba,90642083,ศิลปะแห่งภาพยนต์,FILM APPRECIATION,,,127;172
หมวดศึกษาทั่วไป (general_education),dsba,90642084,สุนทรียะภาพถ่าย,PHOTOGRAPHY APPRECIATION,,,127
หมวดศึกษาทั่วไป (general_education),dsba,90642085,วัฒนธรรมร่วมสมัย,CONTEMPORARY CULTURE,,,127;173;264
หมวดศึกษาทั่วไป (general_education),dsba,90642086,วัฒนธรรมการออกแบบเบื้องต้น,INTRODUCTION TO DESIGN CULTURE,,,127;173
หมวดศึกษาทั่วไป (general_education),dsba,90642087,วัฒนธรรมรอบโลก,WORLD CULTURE,,,127;173;265
หมวดศึกษาทั่วไป (general_education),dsba,90642088,วัฒนธรรมจีนดั้งเดิม,TRADITIONAL CHINESE CULTURE,,,127;174
หมวดศึกษาทั่วไป (general_education),dsba,90642089,สังคม เศรษฐกิจ และการเมืองจีน,"CHINESE SOCIETY, ECONOMY AND POLITICS",,,127;174;263;265
หมวดศึกษาทั่วไป (general_education),dsba,90642090,เจาะลึกประเด็นโลก,GLOBAL INSIDE,,,127;174;265
หมวดศึกษาทั่วไป (general_education),dsba,90642091,เอเชียนศึกษา,ASIAN STUDY,,,128;174;265
หมวดศึกษาทั่วไป (general_education),dsba,90642092,การศึกษาเพื่อสร้างพลเมือง,CIVIC EDUCATION,,,128;175;265
หมวดศึกษาทั่วไป (general_education),dsba,90642093,สานสัมพันธ์กับชุมชน,COMMUNITY ENGAGEMENT,,,128;175;265
หมวดศึกษาทั่วไป (general_education),dsba,90642094,หลักการพัฒนาชุมชน,PRINCIPLES OF COMMUNITY DEVELOPMENT,,,128;175
หมวดศึกษาทั่วไป (general_education),dsba,90642095,การพัฒนาตวามมั่นคงแห่งชาติ,NATIONAL SECURITY DEVELOPMENT,,,128;175;265
หมวดศึกษาทั่วไป (general_education),dsba,90642096,วิทยาการทางทหาร,MILITARY SCIENCE,,,128;176
หมวดศึกษาทั่วไป (general_education),dsba,90642097,ภูมิปัญญาไทยประยุกต์,APPLIED THAI WISDOMS,,,128;176
หมวดศึกษาทั่วไป (general_education),dsba,90642098,พลวัตสังคมไทย,DYNAMICS OF THAI SOCIETY,,,128;176;265
หมวดศึกษาทั่วไป (general_education),dsba,90642099,สังคมสูงวัยเชิงรุก,ACTIVE AGING SOCIETY,,,128;177
หมวดศึกษาทั่วไป (general_education),dsba,90642100,สู้กับข่าวปลอม,FIGHTING FAKE NEWS,,,128;177
หมวดศึกษาทั่วไป (general_education),dsba,90642101,นักรีวิว,REVIEWER,,,128;177;265
หมวดศึกษาทั่วไป (general_education),dsba,90642102,นักสื่อสารผ่านยูทูบ,YOUTUBER,,,128;177;265
หมวดศึกษาทั่วไป (general_education),dsba,90642103,การดำรงชีพในสังคมดิจิทัล,LIVING IN DIGITAL SOCIETY,,,128;178;265
หมวดศึกษาทั่วไป (general_education),dsba,90642104,รู้ทันดิจิทัล,DIGITAL LITERACY,,,128;178
หมวดศึกษาทั่วไป (general_education),dsba,90642105,อินเทอร์เน็ตพื้นฐานของสรรพสิ่ง,BASIC INTERNET OF THINGS (IOT),,,128;178;255;266
หมวดศึกษาทั่วไป (general_education),dsba,90642106,เล่าเรื่องการเดินทางแบบดิจิทัล,DIGITAL STORYTELLING IN JOURNEY,,,128;179;266
หมวดศึกษาทั่วไป (general_education),dsba,90642107,การผลิตสื่อดิจิทัล,DIGITAL MEDIA PRODUCTION,,,128;179;254;257;266
หมวดศึกษาทั่วไป (general_education),dsba,90642108,เทคโนโลยีการถ่ายภาพดิจิทัล,DIGITAL PHOTOGRAPHY TECHNOLOGY,,,128;179;254;266
หมวดศึกษาทั่วไป (general_education),dsba,90642109,การออกแบบอินโฟกราฟิก,INFOGRAPHIC DESIGN,,,128;179
หมวดศึกษาทั่วไป (general_education),dsba,90642110,สนุกกับวิทยาศาสตร์ข้อมูล,FUN WITH DATA SCIENCE,,,129;180;253;266
หมวดศึกษาทั่วไป (general_education),dsba,90642111,สนุุกกับการเขียนโค้ด,FUN WITH CODING,,,129;180;255;266
หมวดศึกษาทั่วไป (general_education),dsba,90642112,สนุกกับปัญญาประดิษฐ์,FUN WITH AI,,,129;180;266
หมวดศึกษาทั่วไป (general_education),dsba,90642113,หุ่นยนต์และปัญญาประดิษฐ์,ROBOTICS AND AI,,,129;180;256;266
หมวดศึกษาทั่วไป (general_education),dsba,90642114,ฟาร์มอัจฉริยะ,SMART FARMING,,,129;181;266
หมวดศึกษาทั่วไป (general_education),dsba,90642115,เทคโนโลยีสีเขียวและพลังงานทดแทน,GREEN TECHNOLOGY AND ALTERNATIVE ENERGY,,,129;181;255;266
หมวดศึกษาทั่วไป (general_education),dsba,90642116,เมืองอัจฉริยะและนวัตกรรมเมือง,SMART CITY AND INNOVATION,,,129;181;266
หมวดศึกษาทั่วไป (general_education),dsba,90642117,ทักษะการรู้สารสนเทศแห่งศตวรรษที่ 21,INFORMATION LITERACY SKILLS FOR THE 21st CENTURY,,,129;182;255;266
หมวดศึกษาทั่วไป (general_education),dsba,90642118,โปรแกรมคอมพิวเตอร์ประยุกต์ทางธุรกิจ,APPLICATION SOFTWARE FOR BUSSINESS,,,129;182;253
หมวดศึกษาทั่วไป (general_education),dsba,90642119,คอมพิวเตอร์ทางธุรกิจเพื่อพัฒนากระบวนการคิดเชิงวิเคราะห์,COMPUTER FOR DEVELOPMENT OF ANALYTICAL THINKING PROCESS,,,129;182;255
หมวดศึกษาทั่วไป (general_education),dsba,90642120,เอ็กเซลเพื่อความเป็นมืออาชีพ,FROM EXCEL TO EXCELLENT,,,129;182
หมวดศึกษาทั่วไป (general_education),dsba,90642121,การวิเคราะห์และจัดการข้อมูลด้วยโปรแกรมคอมพิวเตอร์,DATA ANALYSIS AND MANAGEMENT WITH COMPUTATIONAL PROGRAM,,,129;183;241;266
หมวดศึกษาทั่วไป (general_education),dsba,90642122,การใช้แอพลิเคชัน ไมโครคอมพิวเตอร์,INTRODUCTION TO MICROCOMPUTER APPLICATION,,,129;183;267
หมวดศึกษาทั่วไป (general_education),dsba,90642123,เทคโนโลยี คอมพิวเตอร์ดนตรี,TECHNOLOGY IN MUSICAL SEQUENCING,,,129;183;258
หมวดศึกษาทั่วไป (general_education),dsba,90642124,เทคโนโลยีและนวัตกรรมทางวิทยาศาสตร์สำหรับ SDGs,SCIENCE TECHNOLOGY AND SCIENCE INNOVATION FOR SDGS,,,129;183;255
หมวดศึกษาทั่วไป (general_education),dsba,90642125,การดำรงชีวิตท่ามกลางภัยพิบัติและวิกฤตในอนาคต,LIVING IN FUTURE DISASTER AND CRISIS,,,129;184;267
หมวดศึกษาทั่วไป (general_education),dsba,90642126,วิชาเอาตัวรอด,SURVIVORS,,,129;184;267
หมวดศึกษาทั่วไป (general_education),dsba,90642127,รักษ์โลก,THINK EARTH,,,129;184;254;267
หมวดศึกษาทั่วไป (general_education),dsba,90642128,นิเวศวิทยาและการรักษาสิ่งแวดล้อม,"ECOLOGY, CONSERVATION AND ENVIRONMENTALISM",,,129;185;267
หมวดศึกษาทั่วไป (general_education),dsba,90642129,การท่องเที่ยวทางเลือก,ALTERNATIVE TOURISM,,,130;185
หมวดศึกษาทั่วไป (general_education),dsba,90642130,การท่องเที่ี่ยวเชิงกีฬา,SPORTS TOURISM,,,130;185;267
หมวดศึกษาทั่วไป (general_education),dsba,90642131,วัฒนธรรมไทยกับการท่องเที่ยว,THAI CULTURE AND TOURISM,,,130;185;257;267
หมวดศึกษาทั่วไป (general_education),dsba,90642132,ชุมพรศึกษาเพื่อการท่องเที่ยว,CHUMPHON STUDY FOR TOURISM,,,130;186;258;267
หมวดศึกษาทั่วไป (general_education),dsba,90642133,รอบรั้วชุมพรศึกษา,CHUMPHON AREA STUDY,,,130;186
หมวดศึกษาทั่วไป (general_education),dsba,90642134,แผ่นดินพระจอมเกล้าฯศึกษา,KING MONGKUT'S REIGN STUDY,,,130;186;267
หมวดศึกษาทั่วไป (general_education),dsba,90642135,ปรัชญาเศรษฐกิจพอเพียง,PHILOSOPHY OF SUFFICIENCY ECONOMY,,,130;187;258
หมวดศึกษาทั่วไป (general_education),dsba,90642136,จริยศาสตร์และสุนทรียศาสตร์,ETHICS AND AESTHETICS,,,130;187
หมวดศึกษาทั่วไป (general_education),dsba,90642137,ดูละครแล้วย้อนตัว,SERIES IN DAILY LIFE,,,130;187;267
หมวดศึกษาทั่วไป (general_education),dsba,90642138,สมาธิเพื่อพัฒนาชีวิต,MEDITATION FOR LIFE DEVELOPMENT,,,130;187;267
หมวดศึกษาทั่วไป (general_education),dsba,90642139,การฟื้นฟูพลังใจ,RESILIENCE QUOTIENT,,,130;188;ocr273
หมวดศึกษาทั่วไป (general_education),dsba,90642140,ภูมิคุุ้มกันทางใจ,IMMUNITY OF MIND,,,130;188;ocr273
หมวดศึกษาทั่วไป (general_education),dsba,90642141,จิตวิทยาเพื่อการพัฒนาตนเอง,PSYCHOLOGY OF SELF-DEVELOPMENT,,,130;188;ocr273
หมวดศึกษาทั่วไป (general_education),dsba,90642142,จิตวิทยาสำหรับสื่อสาร,PSYCHOLOGY IN COMMUNICATION,,,130;188;ocr273
หมวดศึกษาทั่วไป (general_education),dsba,90642143,ชีวิตออกแบบได้,DESIGNING YOUR LIFE,,,130;189
หมวดศึกษาทั่วไป (general_education),dsba,90642144,กระจกส่องใจ,MAGIC MIRROR,,,130;189;ocr273
หมวดศึกษาทั่วไป (general_education),dsba,90642145,พลังแห่งบุคลิกภาพ,POWER OF PERSONALITY,,,130;189;ocr273
หมวดศึกษาทั่วไป (general_education),dsba,90642146,เปลี่ยนความคิด ชีวิตเปลี่ยน,POWER OF CHANGE,,,130;189;ocr273
หมวดศึกษาทั่วไป (general_education),dsba,90642147,ทักษะแห่งความสุข,HAPPINESS SKILLS,,,130;190;ocr273
หมวดศึกษาทั่วไป (general_education),dsba,90642148,ศิลปะการพัฒนาอารมณ์,ARTS OF EMOTION DEVELOPMENT,,,131;190
หมวดศึกษาทั่วไป (general_education),dsba,90642149,ศิลปะการสร้างสรรค์เพื่อพัฒนาอารมณ์และจิตวิญญาณ,IMAGINATIVE ART,,,131;190;258
หมวดศึกษาทั่วไป (general_education),dsba,90642150,ศิลปะในชีวิตประจำวัน,ART IN EVERYDAY LIFE,,,131;191;ocr273
หมวดศึกษาทั่วไป (general_education),dsba,90642151,มนุษย์กับศิลปะ,MAN AND ART,,,131;191;ocr273
หมวดศึกษาทั่วไป (general_education),dsba,90642152,ปันสุข,JOY OF SHARING,,,131;191;ocr273
หมวดศึกษาทั่วไป (general_education),dsba,90642153,ความเข้าใจในพฤติกรรมมนุษย์,UNDERSTANDING HUMAN BEHAVIOR,,,131;192;ocr273
หมวดศึกษาทั่วไป (general_education),dsba,90642154,ล้มให้เป็น,FAIL-ABLE,,,131;192;ocr273
หมวดศึกษาทั่วไป (general_education),dsba,90642155,การสร้างมนุษย์สัมพันธ์กับการสื่อสาร,HUMAN RELATIONSHIP AND COMMUNICATION,,,131;192;ocr273
หมวดศึกษาทั่วไป (general_education),dsba,90642156,ฮวงจุ้ย,FENG SHUI,,,131;192;ocr273
หมวดศึกษาทั่วไป (general_education),dsba,90642157,โหราศาสตร์ไทย,THAI ASTROLOGY,,,131;193;269
หมวดศึกษาทั่วไป (general_education),dsba,90642158,มุมมองของวิทยาศาสตร์และเทคโนโลยีร่วมสมัย,COMTEMPORARY SCIENCE AND TECHNOLOGY,,,131;193;243;269
หมวดศึกษาทั่วไป (general_education),dsba,90642159,จิตวิทยาเบื้องต้น,INTRODUCTION TO PSYCHOLOGY,,,131;193;269
หมวดศึกษาทั่วไป (general_education),dsba,90643001,ปฎิบัติงานตามทักษะด้านการจัดการ 1,PRACTICE UNDER MANAGEMENT SKILL 1,,,131;194;269
หมวดศึกษาทั่วไป (general_education),dsba,90643002,ปฎิบัติงานตามทักษะด้านการจัดการ 2,PRACTICE UNDER MANAGEMENT SKILL 2,,,131;194;269
หมวดศึกษาทั่วไป (general_education),dsba,90643003,ปฎิบัติงานตามทักษะด้านการจัดการ 3,PRACTICE UNDER MANAGEMENT SKILL 3,,,131;194
หมวดศึกษาทั่วไป (general_education),dsba,90643004,ผู้นำพลังบวก,POSITIVE POWER LEADER,,,131;194;269
หมวดศึกษาทั่วไป (general_education),dsba,90643005,นักเปลี่ยนโลก,THE DISRUPTOR,,,131;195;269
หมวดศึกษาทั่วไป (general_education),dsba,90643006,การจัดการและผู้นำสมัยใหม่,MODERN MANAGEMENT AND LEADERSHIP,,,131;195;254;255;258;269
หมวดศึกษาทั่วไป (general_education),dsba,90643007,ภาวะผู้นำสำหรับคนรุ่นใหม่,NEXT GEN LEADERSHIP,,,132;195;269
หมวดศึกษาทั่วไป (general_education),dsba,90643008,ศาสตร์การต่อรอง,SCIENCE OF NEGOTIATION,,,132;195;269
หมวดศึกษาทั่วไป (general_education),dsba,90643009,การตลาดยุคคอนเทนท์,CONTENT MARKETING,,,132;196;269
หมวดศึกษาทั่วไป (general_education),dsba,90643010,การตลาดร่วมสมัย,CONTEMPORARY MARKETING,,,132;196;269
หมวดศึกษาทั่วไป (general_education),dsba,90643011,ศิลปะแห่งการบริหารการสื่อสาร,ART OF COMMUNICATION MANAGEMENT,,,132;196;254;269
